,Dim_0,Dim_1
internal_881,-1929.070560737399,-1430.0212851664307
internal_942,-1894.7800017893328,-1417.3218566456335
internal_862,-2035.208012293005,-1403.2788326985535
internal_853,-2022.0411714128877,-1387.1962300166408
internal_971,-1810.1180710949575,-1449.7861907695076
internal_1004,-1926.4559637908608,-1404.1062567388
internal_1014,-1936.461709812466,-1372.8601881013146
internal_1024,-1963.5904574562746,-1384.0631225876164
internal_1029,-2042.7611606066755,-1311.8376875583922
internal_1028,-1999.8386271520658,-1412.9440011902543
internal_1082,-1946.271552749396,-1376.021499133088
internal_1052,-2068.9434278060285,-1409.5967081235278
internal_1049,-2075.866826036763,-1467.906838788038
internal_1048,-2097.4935730476595,-1529.9645664530135
internal_1065,-2036.5208248335805,-1370.3799890726577
internal_1064,-1975.3477001089623,-1476.5244787972183
internal_1036,-1934.8679680985947,-1514.9171337588598
internal_1032,-1919.2230181120278,-1493.8206628026528
internal_1111,-2010.9445887523318,-1441.1507446245487
internal_1113,-1880.0793925920216,-1504.9091484936976
internal_1097,-2105.580503931654,-1421.7599302129402
internal_1118,-2051.3331860249336,-1441.070824867144
internal_1119,-2063.7491101591468,-1414.126453502899
internal_1132,-2094.7571165496547,-1316.025725827218
internal_1134,-2041.4284917520524,-1383.168317515055
internal_1126,-1994.6859299464782,-1341.5524100993343
internal_1124,-2036.5103423516741,-1465.22683790621
internal_1106,-1981.8747128234736,-1367.1870815221084
internal_1101,-2030.5296023060375,-1403.5686050936392
internal_1141,-1945.6124433497419,-1403.5020937672582
internal_1142,-2053.168507255118,-1442.4197695752953
internal_1291,-1867.8431059107131,-1168.8002389145431
internal_1285,-1935.7391052675407,-1286.9292779550567
internal_1286,-1889.9397143152325,-1258.4014500522494
internal_1271,-1766.4915128312575,-1205.1749647501026
internal_1263,-1973.2771944651183,-1152.7803165266014
internal_1260,-1852.1030846016356,-1132.0627761129585
internal_1265,-2052.710013666779,-1266.0940182051309
internal_1242,-1819.2313144988414,-1166.2170254884884
internal_1247,-1940.3592806828472,-1202.7076540805951
internal_1246,-1892.3376756460466,-1159.5903953245822
internal_1277,-1820.8917317534626,-1192.2849551212153
internal_1275,-1822.6731872191062,-1224.9724993940474
internal_1280,-1798.7853398309146,-1180.1303857196904
internal_1219,-1836.4137099695085,-1526.285953232954
internal_1513,-1800.8872272646502,-1381.0872672392293
internal_1530,-1817.9729194791532,-1381.322332619893
internal_1529,-1858.9714351649122,-1448.3822593434695
internal_1527,-1723.8338359737254,-1362.904939248516
internal_1565,-1833.8621784891986,-1316.37910442479
internal_1566,-1853.481228129269,-1233.2701162058877
internal_1580,-1930.0408192075472,-1552.660563213881
internal_1575,-1834.8566972023573,-1438.92857589437
internal_1561,-1800.7181020025275,-1308.5366608915058
internal_1563,-1691.2481131350794,-1400.1375719644047
internal_1538,-1852.2893585098768,-1154.5906990628125
internal_1554,-1833.0651099176687,-1162.9944282473684
internal_1549,-1799.960226239745,-1301.478185758664
internal_1548,-1833.1946218567641,-1321.6250311809888
internal_1489,-1720.3218206370166,-1282.1566166917191
internal_1442,-2071.5829793853186,-1330.0520039066578
internal_1439,-2040.5591016219507,-1365.1920446752385
internal_1435,-2080.9804477212697,-1373.1908065468208
internal_1432,-2073.384126856814,-1315.0456590589508
internal_1421,-2144.0695510756304,-1366.4856693574618
internal_1458,-2046.9007002518372,-1488.6827839466946
internal_1460,-1830.368893187879,-1369.7503162199494
internal_1417,-1978.8632277989216,-1590.3297867745225
internal_1461,-1972.257827056422,-1468.2219556329849
internal_1599,-1789.6048532307088,-1386.0321875948164
internal_1608,-1832.4117539347565,-1520.9925864805034
internal_1606,-1849.3677128408774,-1489.2253867860381
internal_1330,-1829.0586516145247,-1447.225067603267
internal_1325,-1784.4012461705631,-1464.6514366563263
internal_1315,-1732.1644509539838,-1315.608634387636
internal_1317,-1706.9713810276473,-1397.688953206969
internal_1318,-1836.4339502082223,-1386.3311222879722
internal_1320,-1831.0893671070255,-1407.2225854428423
internal_1366,-2097.613544077348,-1264.9060435679712
internal_1357,-1857.367527627175,-1187.972694374372
internal_1354,-1852.2672874065693,-1120.456571531744
internal_1345,-1987.7580994683358,-1350.5608103610414
internal_1337,-2004.0428953309722,-1411.7837182456637
internal_1395,-1999.6912018490793,-1210.7927836649035
internal_1394,-1973.4341587423353,-1234.2917594502405
internal_1400,-2040.5930664188045,-1224.4402256890187
internal_1399,-2045.4151637362384,-1411.2294424245827
internal_1374,-1801.2593326340552,-1259.3300061404182
internal_1384,-1806.493127609785,-1331.6164428495963
internal_1381,-1791.649154718879,-1364.0838782549692
internal_1382,-1840.51811569227,-1468.2459976311313
internal_896,-1867.3076581805212,-1212.7321957337194
internal_894,-1836.0617528217535,-1420.2956453374215
internal_882,-1915.1376322468482,-1437.970220791833
internal_866,-2079.5556025868887,-1387.4707540267054
internal_863,-2048.0713039141833,-1426.5044682287266
internal_852,-2019.5341342603995,-1348.4518751477417
internal_845,-2025.3910156126624,-1389.1821746035998
internal_1005,-1937.3571714148454,-1405.4087760077298
internal_1006,-1923.384923931767,-1406.700932660521
internal_1019,-1945.7202708723248,-1371.671098288275
internal_1015,-1939.8319534380953,-1355.7448187916757
internal_1037,-2057.225757423525,-1610.9264852035772
internal_1033,-1941.9895960688805,-1473.6987753619292
internal_1112,-2044.1674892760589,-1389.965284716375
internal_1127,-2051.8081383088856,-1523.6665468229394
internal_1121,-2068.448542466426,-1326.784810340388
internal_1120,-2101.1474358999685,-1438.6359629041926
internal_1135,-2102.7484295879317,-1312.7824352869982
internal_1133,-2055.1923835929183,-1252.832011969719
internal_1107,-1949.175053560561,-1422.3707148631531
internal_1099,-2056.4459642363877,-1410.2729372603758
internal_1143,-1945.5966912321035,-1376.5771580117143
internal_1138,-1908.8762237138756,-1412.1771992002032
internal_1147,-2111.538110612958,-1320.8035315375703
internal_1146,-2053.6064492978826,-1479.6421163142659
internal_1261,-1844.9780387774545,-1123.3639360148002
internal_1243,-1794.9721722123686,-1181.656881966896
internal_1244,-1939.2077702754314,-1202.903926122265
internal_1255,-2044.2013926118607,-1232.6888081970615
internal_1276,-1829.1273566434888,-1233.205981439167
internal_1220,-1800.7375132272466,-1510.7032006468576
internal_1517,-1844.8949984863048,-1384.3183977020087
internal_1515,-1790.751762401858,-1384.1427584751693
internal_1531,-1877.3225148068032,-1517.5743710940667
internal_1567,-1857.6192620398874,-1224.0419241134189
internal_1578,-1829.538607807631,-1444.4621013402614
internal_1562,-1792.8466085428438,-1367.1836564533417
internal_1564,-1673.3940891011255,-1408.8331184494593
internal_1440,-2012.5768520781949,-1386.5372990924077
internal_1441,-2146.537945205516,-1321.5174106579204
internal_1463,-1968.1138619030671,-1475.4543291626146
internal_1462,-1970.8414825161772,-1461.195306493285
internal_1609,-1859.496581365226,-1571.7562064063538
internal_1327,-1791.5234651749824,-1508.9763322218748
internal_1328,-1727.0501799255535,-1412.5087213880483
internal_1316,-1715.228665154349,-1258.8117357023964
internal_1319,-1852.9342580524697,-1357.4937365018052
internal_1321,-1823.316365606099,-1426.418140840542
internal_1367,-2106.2893486433177,-1264.1458819980826
internal_1358,-1855.2515968530004,-1182.813053763403
internal_1355,-1835.0637202328642,-1117.8661866651012
internal_1346,-2016.5429681823798,-1355.289580646144
internal_1338,-2012.6140833961824,-1419.0489058283413
internal_1341,-2019.1934622872757,-1487.6876138885307
internal_1396,-2023.971635391851,-1217.6103215981398
internal_1398,-2015.7510221838872,-1246.1986475417655
internal_1397,-1969.805606295067,-1208.4266126633513
internal_1401,-2038.233930554663,-1213.334328400419
internal_1375,-1784.7680541664351,-1239.0824574751741
internal_1377,-1821.4242511753343,-1194.3586095597677
internal_1388,-1816.9227941175902,-1318.7565655280205
internal_1385,-1795.5851422957264,-1365.1223058699459
internal_1379,-1753.3947208504442,-1420.1589574515945
internal_865,-2028.6048960994697,-1484.260977467153
internal_864,-2069.8565793596117,-1424.549781379259
internal_854,-2069.455472468307,-1319.851700540546
internal_858,-1919.4308156149436,-1330.5547180342
internal_848,-2106.716234441303,-1442.1008760380282
internal_847,-2027.0312803729435,-1389.376234660531
internal_1008,-1951.167946924563,-1392.523367639047
internal_1007,-1929.3396000734524,-1528.998672769968
internal_1020,-1940.482929582596,-1402.2598102817878
internal_1016,-1967.626592616304,-1347.2076506875808
internal_1130,-2066.6967665884326,-1524.8618275674642
internal_1128,-2049.0519850998176,-1535.5690791781192
internal_1136,-2157.262365413464,-1266.4036504128326
internal_1108,-1945.5442053579907,-1436.2356708031145
internal_1103,-2077.2693271168305,-1413.9303258693317
internal_1102,-2057.281939039253,-1412.3820585753624
internal_1144,-1963.2648738231924,-1347.4837408109274
internal_1139,-1882.587078729529,-1434.2552557916558
internal_1148,-2170.620536936511,-1300.101848045066
internal_1150,-2051.480849203898,-1481.4127117444823
internal_1151,-2087.2379221775736,-1578.3276160568535
internal_1262,-1828.0059272497595,-1123.951332907764
internal_1245,-1920.1201579909782,-1186.026179059507
internal_1248,-1939.2215981635677,-1204.130619607003
internal_1256,-2079.897866887189,-1242.7133677097977
internal_1278,-1793.382682909729,-1233.5329735261223
internal_1516,-1785.4638888566733,-1357.6938110865233
internal_1514,-1787.934795601136,-1394.257239278483
internal_1570,-1855.2135488665613,-1222.0302343183077
internal_1568,-1875.2430639401068,-1197.3274804307714
internal_1579,-1817.2262362692666,-1437.2913664331659
internal_1576,-1830.1504475010297,-1447.1666328023573
internal_1468,-1969.5650483955067,-1482.1492185779045
internal_1471,-1949.425409832549,-1481.4537578910977
internal_1464,-2003.7216132076312,-1481.7408313073852
internal_1326,-1761.9553784544587,-1519.0049394372793
internal_1359,-1860.455912399295,-1183.0989443405565
internal_1347,-2016.653571118922,-1361.8455473368865
internal_1349,-2023.1320917447156,-1432.3029973718349
internal_1339,-2027.1383478669507,-1423.6823104626121
internal_1343,-2020.6402335648531,-1537.0693640448071
internal_1342,-2024.673796865815,-1494.6323279631206
internal_1376,-1766.5726278078166,-1211.6633423448557
internal_1387,-1805.5763726001985,-1361.5375124840175
internal_1380,-1816.6500773553291,-1474.0562598998222
internal_855,-2137.348732737842,-1329.4798106756464
internal_859,-1909.4347489801107,-1337.7280939491595
internal_849,-2132.335505328488,-1435.0267953946393
internal_846,-1953.3530500138206,-1386.988843087217
internal_850,-2143.5329102855003,-1393.9913156087366
internal_1009,-2000.5713017363717,-1402.66510406867
internal_1018,-1998.5635248475367,-1340.6194484935493
internal_1017,-1958.6207389626477,-1348.1162789633838
internal_1129,-2071.9590218046146,-1558.9374615043992
internal_1137,-2139.4241554580826,-1235.2847015578302
internal_1104,-2116.9977374725013,-1407.7918504578777
internal_1100,-2125.6313348241815,-1370.2407988763662
internal_1140,-1931.4277259155772,-1412.0019964646303
internal_1149,-2176.475528808642,-1274.4939138454229
internal_1145,-2069.9700813700965,-1528.2769139434215
internal_1249,-1911.7828267908708,-1202.2065445641863
internal_1250,-2035.94685210044,-1226.3276486415677
internal_1519,-1782.8487107063215,-1334.32906713569
internal_1518,-1777.4547273037167,-1422.877898962874
internal_1522,-1818.6775987879491,-1488.8674258701378
internal_1524,-1664.3439360197342,-1414.5074063093339
internal_1571,-1837.1713425643445,-1224.7741812798133
internal_1573,-1868.0622462358117,-1216.6686277141234
internal_1569,-1853.5654741107462,-1128.9846429148813
internal_1577,-1858.0016434678466,-1512.5972944768873
internal_1470,-1936.077818490453,-1497.2639871907033
internal_1472,-1966.3673877244928,-1474.5035192424632
internal_1467,-2032.0996642784914,-1517.1457866632709
internal_1465,-2019.68342273798,-1483.5693824231942
internal_1360,-1840.1822841062715,-1192.217164187483
internal_1361,-1956.34625524783,-1161.0835326135507
internal_1348,-1992.4999121987937,-1391.4839940513566
internal_1350,-2034.055325047872,-1459.407679272157
internal_1340,-2015.699071195673,-1408.6702363946038
internal_1344,-2003.4513413018071,-1477.5394959755768
internal_1386,-1802.220115855263,-1368.651531488667
internal_856,-2182.4478123510726,-1300.6984664067281
internal_861,-1878.7363040299329,-1374.2029466214174
internal_851,-2160.6725846731633,-1358.12852254048
internal_1105,-2132.152568599008,-1415.5928199219472
internal_1251,-1935.732025337288,-1195.18775463374
internal_1253,-1804.8091426712317,-1198.856063879387
internal_1252,-2087.660008616579,-1251.767835757131
internal_1520,-1813.2341520769503,-1097.2312712001672
internal_1523,-1835.2076402090481,-1536.033228257937
internal_1572,-1837.3310304052218,-1225.6817157869975
internal_1469,-1878.6185816543098,-1471.4965619771958
internal_1473,-2003.6090025742535,-1510.9391293743245
internal_1466,-2039.0049773325682,-1398.9895897745557
internal_1362,-1989.5104135598026,-1156.5728996711048
internal_1351,-2034.2096026635559,-1464.236176857223
internal_860,-1869.8972737323238,-1398.816182263087
internal_1521,-1819.769842937421,-1088.1463998829693
